word	count	sentence	rewritten
hoes	1	Dad has two hoes in the shed.	Dad has two garden tools in the shed.
hogan	1	Some famous wrestlers are Hulk Hogan, The Rock, and John Cena.	
hogwarts	1	For example, the world of Harry Potter is a fictional universe with wizards and a school called Hogwarts.	
hole's	1	The black hole's pull is strong.	
holts	1	They live in nests called holts.	They live in nests called homes.
home's	1	My home's door is red.	
hometown's	1	My hometown's streets are long and straight.	
honeycombs	1	Bees use hexagons to build their honeycombs.	Bees use six-sided shapes to build their honey homes.
hongi	1	They greet you with a nose press called hongi.	They greet you with a nose press.
honiara	1	The capital city is Honiara.	
hoo-ray	1	It sounds loud and happy, like "Hoo-ray!" You might hear it at a birthday party when someone blows out the candles.	
hook-like	1	It has long arms with hook-like claws to hang upside down.	It has long arms with claws like hooks to hang upside down.
hooke	1	A man named Robert Hooke found out that a spring pushes back just as hard as you squeeze it.	
hooting	1	It makes a deep hooting sound that you can hear far away.	It makes a deep sound like an owl that you can hear far away.
hoover	1	It is called the Hoover Dam.	
hopper	1	Alan Turing and Grace Hopper are people who worked with early computers.	
horace	1	A Roman poet named Horace was very good at writing odes.	
hormone's	1	The hormone's job is to tell the body to grow.	The body helper's job is to tell the body to grow.
hormuz	1	The water connects to the Gulf of Oman through a narrow part called the Strait of Hormuz.	
horn-like	1	Both boy and girl giraffes have small horn-like bumps on their heads.	Both boy and girl giraffes have small bumps like horns on their heads.
horny	1	A horned lizard is sometimes called a horny toad, but it is not a toad.	
horsehair	1	The bow has horsehair that rubs the strings to make sound.	The bow has hair from a horse that rubs the strings to make sound.
hospital's	1	The hospital's doors are big and glass.	
hot-air	1	A hot-air balloon is a thing that flies.	
hotdogs	1	You can spread it on bread, hotdogs, or salad.	You can spread it on bread, hot dogs, or salad.
hotel's	1	This is the hotel's front door.	
hour's	1	The hour's end is near.	
hour-long	1	The hour-long trip was fun.	The trip that was one hour long was fun.
houseplant	1	A philodendron is a houseplant with big green leaves.	A philodendron is a plant for inside the house with big green leaves.
hovercrafts	1	I saw two hovercrafts on the water.	I saw two boats that float on air on the water.
howitzer	1	One is a cannon and one is a howitzer.	One is a cannon and one is a big gun.
hron	1	The big rivers are the Danube, Vah, and Hron.	
html	1	Web pages are written in a special code called HTML.	Web pages are written in a special code.
huacaya	1	There are two kinds of alpacas: huacaya, which has fluffy, curly wool, and suri, which has long, silky wool.	There are two kinds of alpacas: one with fluffy, curly wool, and one with long, silky wool.
huang's	1	This is Qin Shi Huang's tomb.	
huangpu	1	First, take a boat ride on the Huangpu River.	
hub	1	The middle part of the wheel is called the hub.	The middle part of the wheel is called the center.
huddles	1	A team huddles close so you can smell the grass on their clothes.	A team gets close together so you can smell the grass on their clothes.
hulk	1	Some famous wrestlers are Hulk Hogan, The Rock, and John Cena.	
hummingbird's	1	A hummingbird's wings move very fast.	
humpty	1	You can hear it in nursery rhymes like "Humpty Dumpty" or "Twinkle, Twinkle, Little Star." When words like "cat" and "hat" sound alike at the end, that is a rhyme.	
hungers	1	Big hungers and big storms can both hurt food.	
hurghada	1	Some towns by the Red Sea are Sharm el-Sheikh, Eilat, and Hurghada.	
hurling	1	Dublin has a big sports place for games like hurling.	Dublin has a big sports place for games like a fast ball game.
hus	1	For example, 'a house' is 'ett hus', and 'the house' is 'huset'.	
huset	1	For example, 'a house' is 'ett hus', and 'the house' is 'huset'.	
hush	1	Two lullabies are "Rock-a-bye Baby" and "Hush Little Baby."" Some music writers also made lullabies for instruments like the piano.	
hydra	1	The other moons are named Nix, Hydra, Kerberos, and Styx.	
hyperion	1	The tallest tree in the world is a redwood named Hyperion.	
iai	1	The biggest lake is Drūkšiai.	
iblis	1	In the Quran, Satan is called Iblis and was made from fire.	
idaho	1	The park is in Wyoming, Montana, and Idaho.	
ifmmp	1	Then "HELLO" becomes "IFMMP".	
igor	1	Igor Stravinsky used old music with strange sounds.	
iliad	1	Some famous stories are the Iliad and the Odyssey.	
indy	1	Indy Cars look like Formula One cars but race on oval tracks that only turn left.	
inge	1	It was discovered by a woman named Inge Lehmann.	
inlet	1	There are also big bays like Cook Inlet.	
intramuros	1	Long ago, Spanish people built a walled city called Intramuros, with old stone churches and forts.	
inuktitut	1	The word Inuit means "the people" in their language, Inuktitut.	
ipanema	1	The city has many beaches, like Copacabana and Ipanema.	
iqbal	1	Some famous Urdu poets are Mirza Ghalib and Muhammad Iqbal.	
irene	1	Another famous pair was Vernon and Irene Castle.	
irrawaddy	1	Myanmar has a long river called the Irrawaddy.	
ishtar	1	She was also called Ishtar.	
isla	1	Isla del Sol has old ruins.	
island's	1	The island's beach is white.	The beach on the island is white.
israel's	1	The book has pictures of Israel's hills.	The book has pictures of hills in Israel.
israelites	1	Long ago, people called Israelites spoke Hebrew.	
itches	1	They get a red rash that itches a lot.	They get a red rash that is very itchy.
ivy	1	Leo has a pet green iguana named Ivy.	
ix	1	IX means 9 because you take 1 from 10.	
izumo	1	A woman named Izumo no Okuni started kabuki in 1603.	
jabal	1	There is a tall mountain called Jabal Hafeet.	
jacket's	1	My jacket's zipper is shiny.	The zipper on my jacket is shiny.
jacqueline	1	Some famous cellists are Yo-Yo Ma and Jacqueline du Pré.	
jahan	1	A king named Shah Jahan built it for his wife.	
jails	1	Long ago, these places were like jails.	Long ago, these places were like prisons.
jakarta's	1	Jakarta's streets are full of cars.	The streets in Jakarta are full of cars.
jake's	1	Jake's big brother says he needs calculus for his job.	
jamaican	1	Rapping started from a Jamaican tradition called 'toasting'.	
jambalaya	1	New Orleans is famous for yummy food like gumbo and jambalaya.	
janszoon	1	The first person from far away was a Dutch explorer named Willem Janszoon.	
january's	1	January's sky is often gray.	The sky in January is often gray.
javan	1	The national bird is the Javan hawk-eagle.	
jay-z	1	Some famous hip hop musicians are Jay-Z and Eminem.	
jayawardenepura	1	The capital is Sri Jayawardenepura Kotte.	
je	1	First, learn simple words like 'hallo' and 'dank je'.	
jean-jacques	1	Jean-Jacques Rousseau said children are born good.	
jeisk	1	Some cities near the sea are Berdjansk and Jeisk.	
jellies	1	Jams, jellies, and marmalade are kinds of fruit preserves.	Jams, jellies, and marmalade are kinds of fruit spreads.
jengish	1	The highest mountain is called Jengish Chokusu.	
jeogori	1	First, put on the jeogori top.	
jeremy	1	My friend Jeremy has a belief about the sun.	
jerry	1	A famous cartoon cat and mouse named Tom and Jerry won one.	
jew	1	Sunni Islam is to Muslim as Judaism is to Jew.	
jhelum	1	Many rivers flow into the Indus, like the Jhelum.	
jigardhanda	1	A cool drink called Jigardhanda is famous there.	
joan	1	Some famous dream artists were Salvador Dali and Joan Miro.	
joe	1	Joe looks like a soldier.	
joe's	1	I want a van like Uncle Joe's.	
joeys	1	The babies are called joeys.	The babies are called little ones.
johnny	1	Many famous singers like Johnny Cash have sung country music.	
join's	1	The join's color is brown.	The color of the join is brown.
jonah	1	Jonah went to Nineveh because God told him to.	
jong-un	1	The leader is a man named Kim Jong-un.	
jordanian	1	The money used is called the Jordanian dinar.	
jorge	1	Jorge Luis Borges was a famous writer.	
jos	1	The capital city is San José.	
josephine	1	A long time ago, a lady named Josephine made the first one that worked well.	
jovi	1	Bon Jovi made power ballads.	
jozi	1	It is also called Jozi, which means 'place of gold'.	
jude	1	Yes, you can hear a piano in songs like Hey Jude.	
judea	1	Jesus lived a long time ago in a place called Judea.	
judeo-christian-islamic	1	In the Judeo-Christian-Islamic story, God made the universe in six days.	
julia	1	Julia Gillard became the first woman to lead Australia.	
jun	1	A boy named Jun lives in North Korea.	
juneau	1	The capital is Juneau.	
jung	1	Sigmund Freud and Carl Jung both studied the mind.	
junkyard	1	A junkyard has old, broken cars.	
jurors	1	Jurors must be fair and listen to everything.	People on the jury must be fair and listen to everything.
justin	1	Many singers sing pop music, like Taylor Swift or Justin Bieber.	
ka'aba	1	People walk around a big black cube-shaped building called the Ka'aba.	
kabsa	1	The national food is called Kabsa, which is rice with meat.	
kael	1	A long time ago, a boy named Kael learned to control fire.	
kalanpu	1	The name Colombo comes from words that mean "harbor with leafy mango trees.A long time ago, a traveler called it 'Kalanpu'."	
kalimantan	1	The biggest islands are Java, Bali, Kalimantan, and Sumatra.	
kalimera	1	Kalimera means good morning.	
kampala	1	The biggest city is Kampala, and that is also the capital.	
kansa	1	He beat a mean king named Kansa.	
karakum	1	The big desert is called the Karakum Desert.	
